repo,owner,stars,watchers,forks,downstream_dependents,distinct_contributors_7m,issue_reporters_7m,comments_per_commit_7m,average_comment_length_7m,submitted_PRs_7m,commits_pushed_7m,active_contributor_growth_7m,issues_closed_percentage,average_time_to_close_issues_7m,average_time_first_comment_issues_7m,PRs_closed_percentage,time_to_close_PRs_7m,time_first_comment_close_PRs_7m,commits_7m,labels,community_health_percentage,headings_code_of_conduct,headings_contributing,headings_governance,headings_README,projects_owned_per_maintainer,median_age_other_projects,dependencies_version_staleness,number_of_dependencies,dependencies_with_vulnerabilities,check_runs,workflow_runs,distinct_people_closed_PRs_7m,contributors_per_code_file,files_with_2plus_contributors,time_since_created,number_of_versions,labels_7m
chalk,chalk,21687,21687,853,33241115,3.0,14.0,0.0,232.2,4,3.0,2,1.0,0.2,0.9,1.0,0.1,0.0,3.0,,75,7.0,1.0,0.0,19.0,15,3066.4,94,13,0,21.0,21.0,4.0,3.873015873015873,42,4014.0,27.0,10
